STAID,LOCAL,DATES,TIMES,MEDIM,STYPE,SAMPL,LABNO,HUNIT,GUNIT,PRJCT,LATDD,LNGDD,CNTYC,DATTD,DATTM,GUERA,GUNNM,GUSER,GUSYS,HDATM,SALTD,SNAME,VDATM,MAJRIVBAS,WELLUSE,WELLCOMPIN,P00025,P00020,P00080,P62971,P00300,P00058,P00059,P00400,P00095,P00010,P72000,P72008,P72004,P84143,P84148,P84147,P84146,P70300,P00900,P00905,P00915,P00925,P00935,P00930,P39086,P00453,P71870,P00405,P00452,P00940,P00950,P71875,P71834,P00955,P00945,P00623,P71846,P00608,P00597,P00631,P71851,P00618,P71856,P00613,P00607,P00671,P00660,P00665,P00602,P00600,P50468,P99596,P31684,P31691,P84385,P31616,P31625,P61215,P78943,P31692,P50569,P99595,P31501,P61213,P84138,P01106,P01105,P01005,P01007,P01010,P01012,P01025,P01027,P01030,P01034,P01035,P01037,P01040,P01042,P01046,P01045,P01049,P01051,P01130,P01132,P01056,P01055,P71890,P71900,P01060,P01062,P01065,P01067,P01075,P01077,P01080,P01082,P01057,P01059,P01085,P01090,P01092,P01095,P01097,P82043,P01000,P01002,P01020,P01145,P01147,P32103,P34541,P34571,P50470,P39732,P38746,P82660,P62850,P04040,P04038,P50355,P49308,P50295,P61030,P62847,P61029,P49260,P49315,P61031,P62848,P50009,P46342,P49313,P49314,P49312,P34253,P39632,P65065,P82686,P50299,P82673,P50300,P61693,P38711,P04029,P49311,P04028,P49310,P82680,P49309,P82674,P61188,P50306,P04039,P49306,P38933,P82687,P49305,P04041,P04031,P49304,P82682,P63778,P63777,P63779,P63780,P62169,P62170,P39572,P38442,P49302,P39381,P62482,P61951,P61588,P49301,P04033,P82677,P49300,P82668,P82663,P82672,P49297,P62167,P62168,P62166,P62483,P61952,P62481,P61694,P38811,P04095,P63784,P63783,P64045,P63785,P50356,P50407,P61695,P39341,P38478,P82666,P39532,P38482,P38487,P50359,P38501,P49296,P82667,P61044,P61043,P39415,P82630,P61697,P82671,P61692,P82684,P49294,P50364,P49293,P49292,P38866,P34653,P39542,P82669,P82683,P82664,P49291,P04037,P62767,P62766,P04024,P82679,P82685,P51195,P49236,P50471,P38538,P82676,P62849,P38548,P04035,P50337,P82670,P82665,P04032,P82675,P82681,P82678,P49235,P82661,P34506,P77652,P34496,P34501,P34536,P34566,P34030,P32101,P67440,P50305,P34301,P77093,P32105,P34668,P34423,P81576,P81577,P34371,P68831,P85574,P78032,P50005,P85795,P00680,P77135,P32730,P77128,P50004,P34475,P32102,P34010,P34546,P32104,P39180,P34488,P32106,P90867,P90851,P39175,P01519,P63018,P03519,P85817,P76002,P82303,P75985,P07000,P22703,P28011
424025076321001,CY  10,20120822,0800,WG,9,01201673,2360169,041402011101,112SDGV,GC12LK00L,42.67368218,-76.53577405,011,201208220800 EST,201208220800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,850,CY  10,NGVD29,Central NY,Production,Sand and Gravel,,,<1,,1.6,,,7.3,597,17.4,850,31.00,,,,,,334,304,32,88.0,20.5,2.02,14.9,,,,27,,21.5,0.10,U,,6.30,20.1,0.10,<0.013,<0.01,,0.343,1.52,0.343,<0.003,<0.001,<0.10,<0.004,<0.012,,0.44,,,<1,,,,,,<1,,4,,,,<1,,,<3.8,,59.6,,<0.02,,<0.016,,<0.30,,0.03,,4.4,4.0,<4.6,,0.31,,2.65,0.43,0.56,,<0.005,,0.68,,0.37,,<0.015,,177,,<0.06,,,5.5,,0.19,,,<0.28,29,,0.067,<0.2,<0.1,<0.1,,,,<0.0060,,E0.075,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,0.083,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0036,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.012,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,0.013,<0.012,,<0.0040,,<0.008,,,,,,<0.002,<0.020,<0.0160,<0.012,<0.020,,0.008,,,<0.006,<0.010,<0.020,,,,,<0.0036,,,0.004,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.0,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,2.8,,,1.9,,440,,,,0.658
424025076321001,CY  10,20120822,0801,WG,7,01201674,2360040,041402011101,112SDGV,GC12LK00L,42.67368218,-76.53577405,011,201208220801 EST,201208220801,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,850,CY  10,NGVD29,Central NY,Production,Sand and Gravel,,,,,1.6,,,7.3,597,17.4,850,31.00,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,,,,
424025076321001,CY  10,20120822,0803,WG,9,01202462,,041402011101,112SDGV,,42.67368218,-76.53577405,011,201208220803 EST,201208220803,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,850,CY  10,NGVD29,Central NY,Production,Sand and Gravel,,,,0.8,,,,,,,850,31.00,,,,,,,,,,,,,,,,31.2,,,,,,,,,,,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424025076321001,CY  10,20120822,0802,WG,9,01202467,,041402011101,112SDGV,,42.67368218,-76.53577405,011,201208220802 EST,201208220802,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD27,850,CY  10,NGVD29,Central NY,Production,Sand and Gravel,,,,0.8,,,,,,,850,31.00,,,,,,,,,,,,,,,,30.8,,,,,,,,,,,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431906076404201,CY 265,20071113,0800,WG,9,00800308,3190229,041401010203,112SDGV,2457LB32E,43.31855556,-76.67813889,011,200711130800 EST,200711130800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,CY 265,NGVD29,Central NY,Production,Sand and Gravel,,,8,,7.6,,,7.7,315,10.0,270,50.00,,,,,,165,149,12,41.4,11.1,0.93,3.48,,,,5.3,,5.23,<0.12,,,9.33,12.8,<0.14,<0.026,<0.02,,2.11,9.34,2.11,<0.007,<0.002,<0.14,E0.004,E0.011,,<2.2,,,,,<1,,,,<1,,1,,,,<1,,,<4.0,,164,,<0.04,,<0.014,,E0.32,,<0.04,,3.1,<8.0,<6.0,,0.27,,2.03,<0.40,<0.40,,<0.010,,E0.05,,0.16,,<0.020,,116,,<0.08,,,5.1,,<0.14,,,<0.60,11,,E0.054,<0.2,<0.1,<0.1,,,,<0.0020,<0.02,E0.024,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,0.76,<0.006,,,,<0.0020,0.018,,<0.120,,<0.004,,,,,,<0.0020,,<0.060,,<0.020,,,,,<0.0050,<0.010,,<0.020,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.040,,<0.0020,<0.009,<0.012,,<0.013,<0.024,<0.020,<0.02,<0.02,<0.02,,,<0.0100,<0.02,<0.02,<0.02,<0.02,,,,<0.0060,,<0.060,<0.016,,,,,,<0.008,<0.02,<0.02,<0.010,<0.012,,<0.0020,,<0.018,,,,,,<0.003,<0.010,<0.0044,<0.012,<0.040,,<0.008,<0.02,<0.05,<0.006,<0.006,<0.040,,,,,<0.0040,0.02,,<0.006,,<0.016,<0.018,,<0.018,<0.010,<0.0060,,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<1.0,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,23,450,,,,0.117
431906076404201,CY 265,20071113,0810,WG,9,00800309,3190196,041401010203,112SDGV,2457LB32E,43.31855556,-76.67813889,011,200711130810 EST,200711130810,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,CY 265,NGVD29,Central NY,Production,Sand and Gravel,,,,,,,,,,,270,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.200,<0.02,<0.02,,,M,<0.08,<0.040,<0.040,,,,,,<0.040,,,,,<0.08,<0.060,<0.12,,E0.015,,,<0.04,,<0.040,<0.06,<0.04,<0.02,<0.12,,<0.04,,<0.020,,<0.10,<0.080,,,,,<0.06,,<0.02,<0.02,,,,,,,,,<0.04,<0.02,,,,,<0.04,<0.04,,<0.04,,,,<0.04,,,,,,,<0.06,<0.04,,,,,,<0.04,<0.04,<0.060,,<0.02,,,<0.06,<0.06,<0.02,<0.040,<0.120,,,,,,<0.14,,<0.12,,<0.02,<0.10,<0.02,<0.04,<0.12,,,,,,<0.12,,,,,,,,<0.040,<0.040,<0.040,,,<0.02,,<0.060,<0.040,,<0.040,,,,<0.08,,,,,,,,,,,<0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431906076404201,CY 265,20121114,0800,WG,9,01300174,3210047,041401010203,112SDGV,GC12LK000,43.31855556,-76.67813889,011,201211140800 EST,201211140800,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,CY 265,NGVD29,Central NY,Production,Sand and Gravel,,,<1,,6.4,,,7.7,323,10.4,270,50.00,,,,,,188,165,20,46.6,11.8,0.93,3.99,,,,5.6,,7.24,<0.04,U,,9.40,11.5,<0.07,<0.013,<0.01,,1.83,8.10,1.83,<0.003,<0.001,<0.07,<0.004,<0.012,,<1.9,,,<1,,,,,,<1,,<1,,,,<1,,,<3.8,,174,,<0.02,,<0.016,,<0.30,,<0.02,,<0.70,<4.0,<4.6,,0.24,,2.20,<0.16,<0.20,,<0.005,,0.07,,0.24,,<0.015,,128,,<0.06,,,3.7,,<0.18,,,<0.28,11,,<0.050,<0.2,<0.1,<0.1,,,,<0.0060,,E0.022,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,0.009,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0100,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.016,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.012,<0.012,,<0.0080,,<0.010,,,,,,<0.005,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0080,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,0.6,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R-0.1,,,2.1,,440,,,,0.138
431906076404201,CY 265,20121114,0802,WG,9,01300439,,041401010203,112SDGV,,43.31855556,-76.67813889,011,201211140802 EST,201211140802,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,CY 265,NGVD29,Central NY,Production,Sand and Gravel,,,,7.5,,,,,,,270,50.00,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,20.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431906076404201,CY 265,20121114,0803,WG,9,01300440,,041401010203,112SDGV,,43.31855556,-76.67813889,011,201211140803 EST,201211140803,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,270,CY 265,NGVD29,Central NY,Production,Sand and Gravel,,,,7.4,,,,,,,270,50.00,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,20.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424344076415101,CY 266,20071218,0800,WG,9,00800521,3540329,041402011201,344HMLN,2457LB32E,42.72888889,-76.69752778,011,200712180800 EST,200712180800,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,580,CY 266,NGVD29,Central NY,Domestic,Bedrock,,,8,,4.4,,,7.3,889,10.6,580,220.00,,,,,,541,350,142,99.2,25.0,2.70,40.5,,,,20,,48.2,0.19,,,7.15,160,0.38,0.349,0.27,,1.23,5.26,1.19,0.129,0.039,0.11,E0.004,E0.011,,1.6,,,,,<1,,,,<1,,926,,,,88,,,4830,,233,,0.20,,<0.014,,7.4,,4.7,,4.5,<8.0,9190,,4.00,,44.7,3.05,242,,<0.010,,2.01,,10.6,,<0.020,,657,,<0.08,,,19.4,,0.37,,,8.7,502,,E0.045,<0.2,<0.1,<0.1,,,,<0.0020,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.006,,,,<0.0020,E0.003,,<0.120,,<0.004,,,,,,<0.0020,,<0.060,,<0.020,,,,,<0.0050,<0.010,,<0.020,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.040,,<0.0020,<0.009,<0.012,,<0.013,<0.024,<0.020,<0.02,<0.02,<0.02,,,<0.0100,<0.02,<0.02,<0.02,<0.02,,,,<0.0060,,<0.060,<0.016,,,,,,<0.008,<0.02,<0.02,<0.010,<0.012,,<0.0020,,<0.018,,,,,,<0.003,<0.010,<0.0051,<0.012,<0.040,,<0.008,<0.02,<0.05,<0.006,<0.006,<0.040,,,,,<0.0040,<0.02,,<0.006,,<0.016,<0.018,,<0.018,<0.010,<0.0060,,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,0.4,,,<0.1,<0.1,E0.1,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.4,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,3.7,<4.5,E4.3,<0.2,,,,,16,70,,,,0.257
424344076415101,CY 266,20071218,0810,WG,9,00800522,3540337,041402011201,344HMLN,2457LB32E,42.72888889,-76.69752778,011,200712180810 EST,200712180810,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,580,CY 266,NGVD29,Central NY,Domestic,Bedrock,,,,,,,,,,,580,220.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.200,<0.02,<0.02,,,<0.06,<0.08,<0.040,<0.040,,,,,,<0.040,,,,,<0.08,<0.060,<0.12,,<0.040,,,<0.04,,<0.040,<0.06,<0.04,<0.02,<0.12,,<0.04,,<0.020,,<0.10,<0.080,,,,,<0.06,,<0.02,<0.02,,,,,,,,,<0.04,<0.02,,,,,<0.04,<0.04,,<0.04,,,,<0.04,,,,,,,<0.06,<0.04,,,,,,<0.04,<0.04,<0.060,,<0.02,,,<0.06,<0.06,<0.02,<0.040,<0.120,,,,,,<0.14,,<0.12,,<0.02,<0.10,<0.02,<0.04,<0.12,,,,,,<0.12,,,,,,,,<0.040,<0.040,<0.040,,,<0.02,,<0.060,<0.040,,<0.040,,,,<0.08,,,,,,,,,,,<0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430105076350301,CY 380,20070911,0800,WG,9,00703062,2560091,041402011602,351CMLS,2457LB32E,43.01805556,-76.58416667,011,200709110800 EST,200709110800,Paleozoic,Camillus Shale,Upper,Silurian,NAD83,485,CY 380,NGVD29,Central NY,Domestic,Bedrock,,,2,,3.5,,,7.1,654,18.7,485,33.00,,,,,,373,339,47,88.1,28.8,4.62,3.10,,,,45,,10.3,0.12,,,6.77,32.0,E0.09,<0.026,<0.02,,5.35,E23.7,E5.35,E0.004,E0.001,<0.09,E0.005,E0.016,,E5.4,,,,,<1,,,,<1,,27,,,,21,,,E1.9,,94.0,,<0.06,,<0.018,,<0.60,,0.04,,22.1,<6.0,94.4,,1.55,,2.79,0.34,1.08,,<0.010,,0.39,,0.98,,<0.016,,116,,<0.18,,,15.8,,<0.20,,,E0.17,24,,0.185,<0.2,<0.1,<0.1,,,,<0.0020,<0.02,E0.075,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0020,0.011,,<0.080,,<0.006,,,,,,<0.0020,,<0.060,,<0.020,,,,,<0.0050,<0.010,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.020,,<0.0020,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0060,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,<0.02,<0.02,<0.010,<0.012,,<0.0020,,<0.018,,,,,,<0.003,<0.010,<0.0040,<0.020,<0.020,,<0.008,<0.02,<0.05,<0.010,<0.011,<0.020,,,,,<0.0040,<0.02,,<0.006,,<0.016,<0.040,,<0.012,<0.010,<0.0060,,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.7,<0.1,<4,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,23,400,,,,0.836
430105076350301,CY 380,20070911,0810,WG,9,00703063,2560088,041402011602,351CMLS,2457LB32E,43.01805556,-76.58416667,011,200709110810 EST,200709110810,Paleozoic,Camillus Shale,Upper,Silurian,NAD83,485,CY 380,NGVD29,Central NY,Domestic,Bedrock,,,,,,,,,,,485,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.200,<0.04,<0.02,,,0.05,<0.08,<0.080,<0.020,,,,,,<0.060,,,,,<0.08,<0.040,<0.04,,E0.006,,,<0.04,,<0.020,<0.06,<0.02,<0.04,<0.12,,<0.02,,<0.060,,<0.10,<0.080,,,,,<0.06,,<0.06,<0.02,,,,,,,,,<0.08,<0.04,,,,,<0.04,<0.04,,<0.04,,,,<0.04,,,,,,,<0.06,<0.04,,,,,,<0.04,<0.04,<0.060,,<0.04,,,<0.06,<0.20,<0.04,<0.040,<0.060,,,,,,<0.14,,<0.06,,<0.02,<0.10,<0.04,<0.04,<0.04,,,,,,<0.12,,,,,,,,<0.060,<0.060,<0.040,,,<0.04,,<0.060,<0.040,,<0.040,,,,<0.04,,,,,,,,,,,<0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425015076244801,CY 995,20070911,1200,WG,9,00703060,2560092,041402011304,112SDGV,2457LB32E,42.83750000,-76.41333333,011,200709111200 EST,200709111200,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,935,CY 995,NGVD29,Central NY,Domestic,Sand and Gravel,,,5,,0.4,,,7.5,488,16.9,935,80.00,,,,,,259,205,,45.4,22.3,1.62,21.8,,,,15,,17.4,0.42,,,14.4,<0.18,0.28,0.363,0.28,,<0.06,<0.259,<0.058,E0.005,E0.002,,0.024,0.074,,<0.34,,,,,<1,,,,<1,,269,,,,>800,,,40.8,,572,,<0.06,,<0.018,,<0.60,,0.06,,3.4,1560,2030,,2.11,,42.7,16.4,19.4,,<0.010,,0.54,,E0.14,,<0.016,,979,,<0.18,,,7.3,,<0.20,,,0.23,111,,<0.080,<0.2,<0.1,<0.1,,,,<0.0020,<0.02,<0.014,,,,,<0.02,<0.02,<0.02,<0.006,,<0.02,<0.02,<0.02,<0.005,,,,<0.0020,<0.007,,<0.080,,<0.006,,,,,,<0.0020,,<0.060,,<0.020,,,,,<0.0050,<0.010,,<0.018,,,<0.0030,<0.02,<0.02,<0.02,<0.02,<0.029,<0.012,<0.0050,,,<0.009,<0.02,<0.02,<0.02,,,<0.113,,<0.0020,<0.009,<0.012,,<0.013,<0.024,<0.016,<0.02,<0.02,<0.02,,,<0.0060,<0.02,<0.02,<0.02,<0.02,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,<0.02,<0.02,<0.010,<0.012,,<0.0020,,<0.018,,,,,,<0.003,<0.010,<0.0040,<0.020,<0.020,,<0.008,<0.02,<0.05,<0.010,<0.011,<0.020,,,,,<0.0040,<0.02,,<0.006,,<0.016,<0.040,,<0.012,<0.010,<0.0060,,<0.006,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,1.2,<0.1,<4,<0.1,<0.1,<0.1,<0.2,0.8,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,,,,,17,80,,,,<0.012
425015076244801,CY 995,20070911,1210,WG,9,00703061,2560087,041402011304,112SDGV,2457LB32E,42.83750000,-76.41333333,011,200709111210 EST,200709111210,Cenozoic,Sand and Gravel,Pleistocene,Quaternary,NAD83,935,CY 995,NGVD29,Central NY,Domestic,Sand and Gravel,,,,,,,,,,,935,80.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.200,<0.04,<0.02,,,<0.02,<0.08,<0.080,<0.020,,,,,,<0.060,,,,,<0.08,<0.040,<0.04,,<0.040,,,<0.04,,<0.020,<0.06,<0.02,<0.04,<0.12,,<0.02,,<0.060,,<0.10,<0.080,,,,,<0.06,,<0.06,<0.02,,,,,,,,,<0.08,<0.04,,,,,<0.04,<0.04,,<0.04,,,,0.05,,,,,,,<0.06,<0.04,,,,,,<0.04,<0.04,<0.060,,<0.04,,,<0.06,<0.20,<0.04,<0.040,<0.060,,,,,,<0.14,,<0.06,,<0.02,<0.10,<0.04,<0.04,<0.04,,,,,,<0.12,,,,,,,,<0.060,<0.060,<0.040,,,<0.04,,<0.060,<0.040,,<0.040,,,,<0.04,,,,,,,,,,,<0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424758076312001,CY1201,20121113,0900,WG,9,01300321,3190093,041402011305,344HMLN,GC12LK000,42.80202778,-76.53030556,011,201211130900 EST,201211130900,Paleozoic,Hamilton Group,Middle,Devonian,NAD83,1162,CY1201,NGVD29,Central NY,Domestic,Bedrock,,,<1,,0.6,,,7.9,503,11.5,1162,113.00,,,,,,314,156,,41.8,12.5,1.25,53.8,,,,5.8,,2.29,0.11,U,,11.1,32.0,0.79,0.911,0.71,,<0.040,<0.177,<0.040,<0.003,<0.001,0.08,0.006,0.020,,<0.83,,,<1,,,,,,<1,,2,,,,<1,,,<3.8,,63.3,,0.07,,<0.016,,<0.30,,<0.02,,4.5,<4.0,<4.6,,0.83,,93.1,53.1,51.5,,<0.005,,0.29,,<0.19,,<0.015,,4220,,<0.06,,,<3.0,,<0.18,,,<0.28,1300,,<0.050,<0.2,<0.1,<0.1,,,,<0.0060,,<0.010,,,,,,,,<0.010,,,,,<0.008,,,,<0.0040,<0.008,,<0.120,,<0.014,,,,,,<0.0040,,<0.060,,<0.060,,,,,<0.0100,<0.010,,<0.022,,,<0.0076,,,,,<0.029,<0.012,<0.0060,,,<0.008,,,,,,<0.040,,<0.0056,<0.006,<0.016,,<0.016,<0.024,<0.018,,,,,,<0.0048,,,,,,,,<0.0040,,<0.060,<0.016,,,,,,<0.008,,,<0.012,<0.012,,<0.0080,,<0.010,,,,,,<0.005,<0.020,<0.0160,<0.012,<0.020,,<0.012,,,<0.006,<0.010,<0.020,,,,,<0.0080,,,<0.006,,<0.028,<0.024,,<0.018,<0.016,<0.0046,,<0.018,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,<0.1,,,<0.1,<0.1,<0.2,<0.2,<0.2,<0.2,<0.2,<0.1,,,<0.2,<0.2,<0.2,<0.5,<0.1,,<0.1,<0.1,<0.1,<0.2,<0.1,<0.1,<0.2,<0.1,<0.2,<0.1,<0.6,,<0.2,R0.2,,,R0.8,,54,,,,<0.014
